what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614204331
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614208504
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614212373
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614213962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489614234651
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614235330
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614248241
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489614253908
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614254413
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614447663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489614452978
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614453265
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614462279
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489614468347
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489614468574
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615269677
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615271756
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615277593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615277870
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615277941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615292320
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615294162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615295853
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615295915
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615301477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615303095
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615303372
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615303470
activated,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1489615305988
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615305988
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1489615306808
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615310123
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615328047
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615328218
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615328267
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1489615334764
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615337040
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1489615338933
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615339180
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615339237
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489615346477
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615347745
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489615350572
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615368404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615368482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1489615449482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489615461934
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489615464484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615466616
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615468530
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615468823
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615468937
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615485082
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1489615485760
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615489604
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615493147
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615501470
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615501470
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615506669
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615509235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489615509557
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615509649
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489615513401
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1489615514339
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489615514958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489615597962
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1489615598759
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489615599175
