what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1489010747021
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1489010747022
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1489010747023
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1489010747024
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1489010747024
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1489010747025
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1489010747026
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1489010747027
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1489010747028
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1489010747028
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1489010747029
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1489010747030
os,sysinfo,,,"win32",1489010747033
arch,sysinfo,,,"x86_64",1489010747033
ws,sysinfo,,,"win32",1489010747033
locale,sysinfo,,,"en_US",1489010747033
processors,sysinfo,,,"4",1489010747033
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1489010747033
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1489010747033
java.specification.name,sysinfo,,,"Java Platform API Specification",1489010747033
java.specification.vendor,sysinfo,,,"Oracle Corporation",1489010747033
java.specification.version,sysinfo,,,"1.8",1489010747033
java.vendor,sysinfo,,,"Oracle Corporation",1489010747033
java.version,sysinfo,,,"1.8.0_111",1489010747033
java.vm.info,sysinfo,,,"mixed mode",1489010747033
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1489010747033
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1489010747033
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1489010747033
java.vm.specification.version,sysinfo,,,"1.8",1489010747033
java.vm.vendor,sysinfo,,,"Oracle Corporation",1489010747033
java.vm.version,sysinfo,,,"25.111-b14",1489010747033
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1489010748312
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489010753062
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1489010754596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489010831330
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1489010831350
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1489010832622
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489010841356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489010849529
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1489010852568
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1489010852765
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1489010852803
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1489010854217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489010888676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011252756
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1489011255135
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489011255137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011259634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011281445
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489011281722
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1489011281783
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489011284519
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1489011286609
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1489011286629
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1489011286644
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1489011286695
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1489011286698
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1489011286830
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1489011286886
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489011288798
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489011296559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011329104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011399061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011400067
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011541384
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011577871
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011620039
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011636485
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011636589
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489011642011
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011659150
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011661634
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011701864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011703465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011704343
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011706471
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011784711
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489011784850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1489011792186
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1489011792293
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1489011793028
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1489011853153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1489011856004
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1489011863254
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1489011863448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489011868813
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1489011876380
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489011973399
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1489011974141
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489012044358
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012055043
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012057907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012059951
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012060635
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489012107227
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489012142857
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489012148943
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1489012167193
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1489012168308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1489012212672
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1489012232536
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012241910
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012425215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012427323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012428856
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012429303
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1489012429960
